Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Miyaguchi, K; Yamanishi, K",,"Chaudhuri, K; Sugiyama, M",,"Miyaguchi, Kohei; Yamanishi, Kenji",,,Adaptive Minimax Regret against Smooth Logarithmic Losses over High-Dimensional 11-Balls via Envelope Complexity,"22ND INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 89",Proceedings of Machine Learning Research,,,,22nd International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 16-18, 2019","Naha, JAPAN",,,,,"We develop a new theoretical framework, the envelope complexity, to analyze the minimax regret with logarithmic loss functions. Within the framework, we derive a Bayesian predictor that adaptively achieves the minimax regret over high-dimensional I-1-balls within a factor of two. The prior is newly derived for achieving the minimax regret and called the spike-and-tails (ST) prior as it looks like. The resulting regret bound is so simple that it is completely determined with the smoothness of the loss function and the radius of the balls except with logarithmic factors, and it has a generalized form of existing regret/risk bounds.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2019,89,,,,,,,,,,,,,,,,,,,,,,,WOS:000509687903051,0
C,"Nacson, MS; Srebro, N; Soudry, D",,"Chaudhuri, K; Sugiyama, M",,"Nacson, Mor Shpigel; Srebro, Nathan; Soudry, Daniel",,,Stochastic Gradient Descent on Separable Data: Exact Convergence with a Fixed Learning Rate,"22ND INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 89",Proceedings of Machine Learning Research,,,,22nd International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 16-18, 2019","Naha, JAPAN",,,,,"Stochastic Gradient Descent (SGD) is a central tool in machine learning. We prove that SGD converges to zero loss, even with a fixed (non vanishing) learning rate in the special case of homogeneous linear classifiers with smooth monotone loss functions, optimized on linearly separable data. Previous works assumed either a vanishing learning rate, iterate averaging, or loss assumptions that do not hold for monotone loss functions used for classification, such as the logistic loss. We prove our result on a fixed dataset, both for sampling with or without replacement. Furthermore, for logistic loss (and similar exponentially-tailed losses), we prove that with SGD the weight vector converges in direction to the L-2 max margin vector as O(1/ log(t)) for almost all separable datasets, and the loss converges as O(1/t) - similarly to gradient descent. Lastly, we examine the case of a fixed learning rate proportional to the minibatch size. We prove that in this case, the asymptotic convergence rate of SGD (with replacement) does not depend on the minibatch size in terms of epochs, if the support vectors span the data. These results may suggest an explanation to similar behaviors observed in deep networks, when trained with SGD.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2019,89,,,,,,,,,,,,,,,,,,,,,,,WOS:000509687903011,0
C,"Wang, Z; Zhou, Y; Liang, YB; Lan, GH",,"Chaudhuri, K; Sugiyama, M",,"Wang, Zhe; Zhou, Yi; Liang, Yingbin; Lan, Guanghui",,,Stochastic Variance-Reduced Cubic Regularization for Nonconvex Optimization,"22ND INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 89",Proceedings of Machine Learning Research,,,,22nd International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 16-18, 2019","Naha, JAPAN",,,,,"Cubic regularization (CR) is an optimization method with emerging popularity due to its capability to escape saddle points and converge to second-order stationary solutions for nonconvex optimization. However, CR encounters a high sample complexity issue for finite-sum problems with a large data size. In this paper, we propose a stochastic variance-reduced cubic-regularization (SVRC) method under random sampling, and study its convergence guarantee as well as sample complexity. We show that the iteration complexity of SVRC for achieving a second-order stationary solution within accuracy is O(epsilon(-3/2)), which matches the state-of-art result on CR types of methods. Moreover, our proposed variance reduction scheme significantly reduces the periteration sample complexity. The resulting total Hessian sample complexity of our SVRC is (O) over tilde (N-2/3 epsilon(-3/2)), which outperforms the state-of-art result by a factor of (O) over tilde (N-2/15). We also study our SVRC under random sampling without replacement scheme, which yields a lower per-iteration sample complexity, and hence justifies its practical applicability.",,,,,"哲, 王/GYJ-1551-2022","Liang, Yingbin/0000-0002-8635-2992",,,,,,,,,,,,,2640-3498,,,,,,2019,89,,,,,,,,,,,,,,,,,,,,,,,WOS:000509687902080,0
C,"Chen, S; Banerjee, A",,"Storkey, A; PerezCruz, F",,"Chen, Sheng; Banerjee, Arindam",,,Sparse Linear Isotonic Models,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"In machine learning and data mining, linear models have been widely used to model the response as parametric linear functions of the predictors. To relax such stringent assumptions made by parametric linear models, additive models consider the response to be a summation of unknown transformations applied on the predictors; in particular, additive isotonic models (AIMs) assume the unknown transformations to be monotone. In this paper, we introduce sparse linear isotonic models (SLIMs) for high-dimensional problems by hybridizing ideas in parametric sparse linear models and AIMs, which enjoy a few appealing advantages over both. In the high-dimensional setting, a two-step algorithm is proposed for estimating the sparse parameters as well as the monotone functions over predictors. Under mild statistical assumptions, we show that the algorithm can accurately estimate the parameters. Promising preliminary experiments are presented to support the theoretical results.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300133,0
C,"Jiang, B; Wu, TY; Wong, WH",,"Storkey, A; PerezCruz, F",,"Jiang, Bai; Wu, Tung-Yu; Wong, Wing Hung",,,Approximate Bayesian Computation with Kullback-Leibler Divergence as Data Discrepancy,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"Complex simulator-based models usually have intractable likelihood functions, rendering the likelihood-based inference methods inapplicable. Approximate Bayesian Computation (ABC) emerges as an alternative framework of likelihood-free inference methods. It identifies a quasi-posterior distribution by finding values of parameter that simulate the synthetic data resembling the observed data. A major ingredient of ABC is the discrepancy measure between the observed and the simulated data, which conventionally involves a fundamental difficulty of constructing effective summary statistics. To bypass this difficulty, we adopt a Kullback-Leibler divergence estimator to assess the data discrepancy. Our method enjoys the asymptotic consistency and linearithmic time complexity as the data size increases. In experiments on five benchmark models, this method achieves a comparable or higher quasi-posterior quality, compared to the existing methods using other discrepancy measures.",,,,,"Wu, Tung-Yu/CAH-2223-2022",,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300179,0
C,"Kundu, A; Bach, F; Bhattacharyya, C",,"Storkey, A; PerezCruz, F",,"Kundu, Achintya; Bach, Francis; Bhattacharyya, Chiranjib",,,Convex Optimization over Intersection of Simple Sets: improved Convergence Rate Guarantees via an Exact Penalty Approach,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"We consider the problem of minimizing a convex function over the intersection of finitely many simple sets which are easy to project onto. This is an important problem arising in various domains such as machine learning. The main difficulty lies in finding the projection of a point in the intersection of many sets. Existing approaches yield an infeasible point with an iteration-complexity of O(1/epsilon(2)) for nonsmooth problems with no guarantees on the in-feasibility. By reformulating the problem through exact penalty functions, we derive first-order algorithms which not only guarantees that the distance to the intersection is small but also improve the complexity to O(1/epsilon) and O(1/root epsilon) for smooth functions. For composite and smooth problems, this is achieved through a saddle-point reformulation where the proximal operators required by the primal-dual algorithms can be computed in closed form. We illustrate the benefits of our approach on a graph transduction problem and on graph matching.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300101,0
C,"Lakshminarayanan, C; Szepesvari, C",,"Storkey, A; PerezCruz, F",,"Lakshminarayanan, Chandrashekar; Szepesvari, Csaba",,,Linear Stochastic Approximation: How Far Does Constant Step-Size and Iterate Averaging Go?,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"In this paper we study study constant step-size averaged linear stochastic approximation. With an eye towards linear value estimation in reinforcement learning, we ask whether for a given class of linear estimation problems i) a single universal constant step-size with ii) a C/t worst-case expected error with a class-dependent constant C > 0 can be guaranteed when the error is measured via an appropriate weighted squared norm. Such a result has recently been obtained in the context of linear least squares regression. We give examples that show that the answer to these questions in general is no. On the positive side, we also characterize the instance dependent behavior of the error of the said algorithms, identify some conditions under which the answer to the above questions can be changed to the positive, and in particular show instance-dependent error bounds of magnitude O(1/t) for the constant step-size iterate averaged versions of TD(0) and a novel variant of GTD, where the stepsize is chosen independently of the value estimation instance. Computer simulations are used to illustrate and complement the theory.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300141,0
C,"Shen, YN; Chen, TY; Giannakis, GB",,"Storkey, A; PerezCruz, F",,"Shen, Yanning; Chen, Tianyi; Giannakis, Georgios B.",,,Online Ensemble Multi-kernel Learning Adaptive to Non-stationary and Adversarial Environments,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"Kernel-based methods exhibit well-documented performance in various nonlinear learning tasks. Most of them rely on a preselected kernel, whose prudent choice presumes task-specific prior information. To cope with this limitation, multi-kernel learning has gained popularity thanks to its flexibility in choosing kernels from a prescribed kernel dictionary. Leveraging the random feature approximation and its recent orthogonality-promoting variant, the present contribution develops an online multi-kernel learning scheme to infer the intended nonlinear function 'on the fly.' To further boost performance in non-stationary environments, an adaptive multi-kernel learning scheme (termed AdaRaker) is developed with affordable computation and memory complexity. Performance is analyzed in terms of both static and dynamic regret. To our best knowledge, AdaRaker is the first algorithm that can optimally track nonlinear functions in non-stationary settings with theoretical guarantees. Numerical tests on real datasets are carried out to showcase the effectiveness of the proposed algorithms.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300213,0
C,"Suzuki, T",,"Storkey, A; PerezCruz, F",,"Suzuki, Taiji",,,Fast generalization error bound of deep learning from a kernel perspective,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"We develop a new theoretical framework to analyze the generalization error of deep learning, and derive a new fast learning rate for two representative algorithms: empirical risk minimization and Bayesian deep learning. The series of theoretical analyses of deep learning has revealed its high expressive power and universal approximation capability. Our point of view is to deal with the ordinary finite dimensional deep neural network as a finite approximation of the infinite dimensional one. Our formulation of the infinite dimensional model naturally defines a reproducing kernel Hilbert space corresponding to each layer. The approximation error is evaluated by the degree of freedom of the reproducing kernel Hilbert space in each layer. We derive the generalization error bound of both of empirical risk minimization and Bayesian deep learning and it is shown that there appears bias-variance trade-off in terms of the number of parameters of the finite dimensional approximation. We show that the optimal width of the internal layers can be determined through the degree of freedom and derive the optimal convergence rate that is faster than O(1/root n) rate which has been shown in the existing studies.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300146,0
C,"Wang, YN; Du, SS; Balakrishnan, S; Singh, A",,"Storkey, A; PerezCruz, F",,"Wang, Yining; Du, Simon S.; Balakrishnan, Sivaraman; Singh, Aarti",,,Stochastic Zeroth-order Optimization in High Dimensions,"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 84",Proceedings of Machine Learning Research,,,,21st International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 09-11, 2018","Lanzarote, SPAIN",,,,,"We consider the problem of optimizing a high-dimensional convex function using stochastic zeroth-order queries. Under sparsity assumptions on the gradients or function values, we present two algorithms: a successive component/feature selection algorithm and a noisy mirror descent algorithm using Lasso gradient estimates, and show that both algorithms have convergence rates that depend only logarithmically on the ambient dimension of the problem. Empirical results confirm our theoretical findings and show that the algorithms we design outperform classical zeroth-order optimization methods in the high-dimensional setting.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2018,84,,,,,,,,,,,,,,,,,,,,,,,WOS:000509385300142,0
C,"Gonzalez, J; Osborne, M; Lawrence, ND",,"Gretton, A; Robert, CC",,"Gonzalez, Javier; Osborne, Michael; Lawrence, Neil D.",,,GLASSES: Relieving The Myopia Of Bayesian Optimisation,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"We present glasses: Global optimisation with Look-Ahead through Stochastic Simulation and Expected-loss Search. The majority of global optimisation approaches in use are myopic, in only considering the impact of the next function value; the non-myopic approaches that do exist are able to consider only a handful of future evaluations. Our novel algorithm, glasses, permits the consideration of dozens of evaluations into the future. This is done by approximating the ideal look-ahead loss function, which is expensive to evaluate, by a cheaper alternative in which the future steps of the algorithm are simulated beforehand. An Expectation Propagation algorithm is used to compute the expected value of the loss. We show that the far-horizon planning thus enabled leads to substantive performance gains in empirical tests.",,,,,,"Osborne, Michael/0000-0003-1959-012X",,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,790,799,,10.1016/j.jpedsurg.2016.02.024,0,,,,,,,,,,,,,WOS:000508662100086,0
C,"Herlands, W; Wilson, A; Nickisch, H; Flaxman, S; Neill, D; van Panhuis, W; Xing, E",,"Gretton, A; Robert, CC",,"Herlands, William; Wilson, Andrew; Nickisch, Hannes; Flaxman, Seth; Neill, Daniel; van Panhuis, Wilbert; Xing, Eric",,,Scalable Gaussian Processes for Characterizing Multidimensional Change Surfaces,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"We present a scalable Gaussian process model for identifying and characterizing smooth multidimensional changepoints, and automatically learning changes in expressive covariance structure. We use Random Kitchen Sink features to flexibly define a change surface in combination with expressive spectral mixture kernels to capture the complex statistical structure. Finally, through the use of novel methods for additive non-separable kernels, we can scale the model to large datasets. We demonstrate the model on numerical and real world data, including a large spatio-temporal disease dataset where we identify previously unknown heterogeneous changes in space and time.",,,,,"Nickisch, Hannes/I-7049-2017","Nickisch, Hannes/0000-0003-1604-6647",,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,1013,1021,,,,,,,,,,,,,,,,WOS:000508662100110,0
C,"Hu, CW; Rai, P; Carin, L",,"Gretton, A; Robert, CC",,"Hu, Changwei; Rai, Piyush; Carin, Lawrence",,,Topic-Based Embeddings for Learning from Large Knowledge Graphs,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"We present a scalable probabilistic framework for learning from multi-relational data, given in form of entity-relation-entity triplets, with a potentially massive number of entities and relations (e.g., in multi-relational networks, knowledge bases, etc.). We define each triplet via a relation-specific bilinear function of the embeddings of entities associated with it (these embeddings correspond to topics). To handle massive number of relations and the data sparsity problem (very few observations per relation), we also extend this model to allow sharing of parameters across relations, which leads to a substantial reduction in the number of parameters to be learned. In addition to yielding excellent predictive performance (e.g., for knowledge base completion tasks), the interpretability of our topic-based embedding framework enables easy qualitative analyses. Computational cost of our models scales in the number of positive triplets, which makes it easy to scale to massive real-world multi-relational data sets, which are usually extremely sparse. We develop simple-to-implement batch as well as online Gibbs sampling algorithms and demonstrate the effectiveness of our models on tasks such as multi-relational link-prediction, and learning from large knowledge bases.",,,,,,"Carin, Lawrence/0000-0001-6277-7948",,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,1133,1141,,,,,,,,,,,,,,,,WOS:000508662100123,0
C,"Li, Y; Liu, H; Powell, WB",,"Gretton, A; Robert, CC",,"Li, Yan; Liu, Han; Powell, Warren B.",,,A Lasso-based Sparse Knowledge Gradient Policy for Sequential Optimal Learning,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"We propose a sequential learning policy for noisy discrete global optimization and ranking and selection (R&S) problems with high dimensional sparse belief functions, where there are hundreds or even thousands of features, but only a small portion of these features contain explanatory power. Our problem setting, motivated by the experimental sciences, arises where we have to choose which experiment to run next. Here the experiments are time-consuming and expensive. We derive a sparse knowledge gradient (SpKG) decision policy based on the l(1)-penalized regression Lasso to identify the sparsity pattern before our budget is exhausted. This policy is a unique and novel hybrid of Bayesian R&S with a frequentist learning approach. Theoretically, we provide the error bound of the posterior mean estimate, which has shown to be at the minimax optimal root s log p/n rate. Controlled experiments on both synthetic data and real application for automatically designing experiments to identify the structure of an RNA molecule show that the algorithm efficiently learns the correct set of nonzero parameters. It also outperforms several other learning policies.",,,,,,,,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,417,425,,,,,,,,,,,,,,,,WOS:000508662100046,0
C,"Mohri, M; Yang, S",,"Gretton, A; Robert, CC",,"Mohri, Mehryar; Yang, Scott",,,Accelerating Online Convex Optimization via Adaptive Prediction,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"We present a powerful general framework for designing data-dependent online convex optimization algorithms, building upon and unifying recent techniques in adaptive regularization, optimistic gradient predictions, and problem-dependent randomization. We first present a series of new regret guarantees that hold at any time and under very minimal assumptions, and then show how different relaxations recover existing algorithms, both basic as well as more recent sophisticated ones. Finally, we show how combining adaptivity, optimism, and problem-dependent randomization can guide the design of algorithms that benefit from more favorable guarantees than recent state-of-the-art methods.",,,,,,,,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,848,856,,,,,,,,,,,,,,,,WOS:000508662100092,0
C,"Perolat, J; Piot, B; Scherrer, B; Pietquin, O",,"Gretton, A; Robert, CC",,"Perolat, Julien; Piot, Bilal; Scherrer, Bruno; Pietquin, Olivier",,,On the Use of Non-Stationary Strategies for Solving Two-Player Zero-Sum Markov Games,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"The main contribution of this paper consists in extending several non-stationary Reinforcement Learning (RL) algorithms and their theoretical guarantees to the case of gamma-discounted zero-sum Markov Games (MGs). As in the case of Markov Decision Processes (MDPs), non-stationary algorithms are shown to exhibit better performance bounds compared to their stationary counterparts. The obtained bounds are generically composed of three terms: 1) a dependency over. (discount factor), 2) a concentrability coefficient and 3) a propagation error term. This error, depending on the algorithm, can be caused by a regression step, a policy evaluation step or a best-response evaluation step. As a second contribution, we empirically demonstrate, on generic MGs (called Garnets), that non-stationary algorithms outperform their stationary counterparts. In addition, it is shown that their performance mostly depends on the nature of the propagation error. Indeed, algorithms where the error is due to the evaluation of a best-response are penalized (even if they exhibit better concentrability coefficients and dependencies on.) compared to those suffering from a regression error.",,,,,,,,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,893,901,,,,,,,,,,,,,,,,WOS:000508662100097,0
C,"Zhan, JC; Lois, B; Guo, H; Vaswani, N",,"Gretton, A; Robert, CC",,"Zhan, Jinchun; Lois, Brian; Guo, Han; Vaswani, Namrata",,,Online (and Offline) Robust PCA: Novel Algorithms and Performance Guarantees,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 51",JMLR Workshop and Conference Proceedings,,,,19th International Conference on Artificial Intelligence and Statistics (AISTATS),"MAY 09-11, 2016","Cadiz, SPAIN",,,,,"In this work we develop and study a novel online robust principal components' analysis (RPCA) algorithm based on the recently introduced ReProCS framework. Our algorithm significantly improves upon the original ReProCS algorithm and it also returns even more accurate offline estimates. The key contribution of this work is a correctness result for this algorithm under relatively mild assumptions. By using extra (but usually valid) assumptions we are able to remove one important limitation of batch RPCA results and two important limitations of a recent result for ReProCS for online RPCA. To the best of our knowledge, this work is among the first correctness results for online RPCA.",,,,,,,,,,,,,,,,,,,1938-7288,,,,,,2016,51,,,,,,1488,1496,,,,,,,,,,,,,,,,WOS:000508662100161,0
C,"Carreira-Perpinan, MA; Wang, Wr",,"Kaski, S; Corander, J",,"Carreira-Perpinan, Miguel A.; Wang, Weiran",,,Distributed Optimization of Deeply Nested Systems,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 33",JMLR Workshop and Conference Proceedings,,,,17th International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 22-25, 2014","Reykjavik, ICELAND",,,,,"Intelligent processing of complex signals such as images is often performed by a hierarchy of non-linear processing layers, such as a deep net or an object recognition cascade. Joint estimation of the parameters of all the layers is a difficult nonconvex optimization. We describe a general strategy to learn the parameters and, to some extent, the architecture of nested systems, which we call the method of auxiliary coordinates (MAC). This replaces the original problem involving a deeply nested function with a constrained problem involving a different function in an augmented space without nesting. The constrained problem may be solved with penalty-based methods using alternating optimization over the parameters and the auxiliary coordinates. MAC has provable convergence, is easy to implement reusing existing algorithms for single layers, can be parallelized trivially and massively, applies even when parameter derivatives are not available or not desirable, can perform some model selection on the fly, and is competitive with state-of-the-art nonlinear optimizers even in the serial computation setting, often providing reasonable models within a few iterations.",,,,,,,,,,,,,,,,,,,1938-7288,,,,,,2014,33,,,,,,10,19,,,,,,,,,,,,,,,,WOS:000508355800002,0
C,"Hayashi, T; Kuroki, M",,"Kaski, S; Corander, J",,"Hayashi, Takahiro; Kuroki, Manabu",,,On Estimating Causal Effects based on Supplemental Variables,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 33",JMLR Workshop and Conference Proceedings,,,,17th International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 22-25, 2014","Reykjavik, ICELAND",,,,,"This paper considers the problem of estimating causal effects of a treatment on a response using supplementary variables. Under the assumption that a treatment is associated with a response through a univariate supplementary variable in the framework of linear regression models, Cox (1960) showed that the estimation accuracy of the regression coefficient of the treatment on the response in the single linear regression model can be improved by using the recursive linear regression model based on the supplementary variable from the viewpoint of the asymptotic variance. However, such assumptions may not hold in many practical situations. In this paper, we consider the situation where a treatment is associated with a response through a set of supplementary variables in both linear and discrete models. Then, we show that the estimation accuracy of the causal effect can be improved by using the supplementary variables. Different from Cox (1960), the results of this paper are derived without the assumption of Gaussian error terms in linear models or dichotomous variables in discrete models. The results of this paper help us to obtain the reliable evaluation of causal effects from observed data.",,,,,,,,,,,,,,,,,,,1938-7288,,,,,,2014,33,,,,,,312,319,,,,,,,,,,,,,,,,WOS:000508355800035,0
C,"Wang, SS; Zhang, ZH",,"Kaski, S; Corander, J",,"Wang, Shusen; Zhang, Zhihua",,,Efficient Algorithms and Error Analysis for the Modified Nystrom Method,"ARTIFICIAL INTELLIGENCE AND STATISTICS, VOL 33",JMLR Workshop and Conference Proceedings,,,,17th International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 22-25, 2014","Reykjavik, ICELAND",,,,,"Many kernel methods suffer from high time and space complexities and are thus prohibitive in big-data applications. To tackle the computational challenge, the Nystrom method has been extensively used to reduce time and space complexities by sacrificing some accuracy. The Nystrom method speedups computation by constructing an approximation of the kernel matrix using only a few columns of the matrix. Recently, a variant of the Nystrom method called the modified Nystrom method has demonstrated significant improvement over the standard Nystrom method in approximation accuracy, both theoretically and empirically. In this paper, we propose two algorithms that make the modified Nystrom method practical. First, we devise a simple column selection algorithm with a provable error bound. Our algorithm is more efficient and easier to implement than and nearly as accurate as the state-of-the-art algorithm. Second, with the selected columns at hand, we propose an algorithm that computes the approximation in lower time complexity than the approach in the previous work. Furthermore, we prove that the modified Nystrom method is exact under certain conditions, and we establish a lower error bound for the modified Nystrom method.",,,,,,"Wang, Shusen/0000-0003-3928-6782",,,,,,,,,,,,,1938-7288,,,,,,2014,33,,,,,,996,1004,,,,,,,,,,,,,,,,WOS:000508355800110,0
C,"Greenewald, K; Katz-Rogozhnikov, D; Shanmugam, K",,"Banerjee, A; Fukumizu, K",,"Greenewald, Kristjan; Katz-Rogozhnikov, Dmitriy; Shanmugam, Karthik",,,High-Dimensional Feature Selection for Sample Efficient Treatment Effect Estimation,24TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS (AISTATS),Proceedings of Machine Learning Research,,,,24th International Conference on Artificial Intelligence and Statistics (AISTATS),"APR 13-15, 2021",ELECTR NETWORK,,,,,"The estimation of causal treatment effects from observational data is a fundamental problem in causal inference. To avoid bias, the effect estimator must control for all confounders. Hence practitioners often collect data for as many covariates as possible to raise the chances of including the relevant confounders. While this addresses the bias, this has the side effect of significantly increasing the number of data samples required to accurately estimate the effect due to the increased dimensionality. In this work, we consider the setting where out of a large number of covariates X that satisfy strong ignorability, an unknown sparse subset S is sufficient to include to achieve zero bias, i.e. c-equivalent to X. We propose a common objective function involving outcomes across treatment cohorts with nonconvex joint sparsity regularization that is guaranteed to recover S with high probability under a linear outcome model for Y and subgaussian covariates for each of the treatment cohort. This improves the effect estimation sample complexity so that it scales with the cardinality of the sparse subset S and log vertical bar X vertical bar, as opposed to the cardinality of the full set X. We validate our approach with experiments on treatment effect estimation.",,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2021,130,,,,,,,,,,,,,,,,,,,,,,,WOS:000659893802067,0
