Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Wang, X; Wang, S; Bi, DW",,,,"Wang, Xue; Wang, Sheng; Bi, Daowei",,,Distributed Visual-Target-Surveillance System in Wireless Sensor Networks,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"A wireless sensor network (WSN) is a powerful unattended distributed measurement system, which is widely used in target surveillance because of its outstanding performance in distributed sensing and signal processing. This paper introduces a multiview visual-target-surveillance system in WSN, which can autonomously implement target classification and tracking with collaborative online learning and localization. The proposed system is a hybrid system of single-node and multinode fusion. It is constructed on a peer-to-peer (P2P)-based computing paradigm and consists of some simple but feasible methods for target detection and feature extraction. Importantly, a support-vector-machine-based semisupervised learning method is used to achieve online classifier learning with only unlabeled samples. To reduce the energy consumption and increase the accuracy, a novel progressive data-fusion paradigm is proposed for online learning and localization, where a feasible routing method is adopted to implement information transmission with the tradeoff between performance and cost. Experiment results verify that the proposed surveillance system is an effective, energy-efficient, and robust system for real-world application. Furthermore, the P2P-based progressive data-fusion paradigm can improve the energy efficiency and robustness of target surveillance.",,,,,,"Wang, Xue/0000-0003-4842-3160",,,,,,,,,,,,,1083-4419,1941-0492,,,,OCT,2009,39,5,,,,,1134,1146,,10.1109/TSMCB.2009.2013196,0.0,,,,,,,,19336319.0,,,,,WOS:000267865400005,0
J,"Dornaika, F; Raducanu, B",,,,"Dornaika, Fadi; Raducanu, Bogdan",,,Three-Dimensional Face Pose Detection and Tracking Using Monocular Videos: Tool and Application,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"Recently, we have proposed a real-time tracker that simultaneously tracks the 3-D head pose and facial actions in monocular video sequences that can be provided by low quality cameras. This paper has two main contributions. First, we propose an automatic 3-D face pose initialization scheme for the real-time tracker by adopting a 2-D face detector and an eigenface system. Second, we use the proposed methods-the initialization and tracking-for enhancing the human-machine interaction functionality of an AIBO robot. More precisely, we show how the orientation of the robot's camera (or any active vision system) can be controlled through the estimation of the user's head pose. Applications based on head-pose imitation such as telepresence, virtual reality, and video games can directly exploit the proposed techniques. Experiments on real videos confirm the robustness and usefulness of the proposed methods.",,,,,"Raducanu, Bogdan/F-3745-2010",,,,,,,,,,,,,,1083-4419,1941-0492,,,,AUG,2009,39,4,,,,,935,944,,10.1109/TSMCB.2008.2009566,0.0,,,,,,,,19336335.0,,,,,WOS:000267865200012,0
J,"Pedrycz, W; Rai, P",,,,"Pedrycz, Witold; Rai, Partab",,,A Multifaceted Perspective at Data Analysis: A Study in Collaborative Intelligent Agents,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"Multiagent systems are inherently associated with their distributivity, which enforces a great deal of communication mechanisms. To effectively arrive at meaningful solutions in a vast array of problem-solving tasks, it becomes imperative to establish a sound machinery of reconciling findings which might form partial solutions to an overall problem. In this paper, we focus on a broad category of problems of collaborative data analysis realized by a collection of agents having access to their individual data and exchanging findings through their collaboration activities. Such problems of data analysis arise in the context of building a global view at a certain phenomenon (process) by viewing it from different perspectives (and thus engaging various collections of attributes by various agents). Our goal is to develop some interaction between the agents so that they could form an overall perspective, where the knowledge available locally is shared and reconciled. The underlying format of knowledge built by the agents is that of information granules and fuzzy sets in particular. We develop a comprehensive optimization scheme and discuss its two-phase nature in which the communication phase of the granular findings intertwines with the local optimization being realized by the agents at the level of the individual datasite and exploits the evidence collected from other sites. We show how the mechanism of fuzzy granulation realized in the form of a well-known fuzzy c-means (FCM) clustering can be augmented to support collaborative activities required by the agents. For this purpose, we introduce augmented versions of the original objective function used in the FCM and derive algorithmic details. We also discuss an issue of optimizing the strength of collaborative linkages, so that the reconciled findings attain the highest level of consistency (agreement). The presented experimental studies include some synthetic data and selected data sets coming from the Machine Learning repository.",,,,,,,,,,,,,,,,,,,1083-4419,1941-0492,,,,AUG,2009,39,4,,,,,834,844,,10.1109/TSMCB.2009.2020213,0.0,,,,,,,,19380273.0,,,,,WOS:000267865200003,0
J,"Park, MS; Choi, JY",,,,"Park, Myoung Soo; Choi, Jin Young",,,Evolving Logic Networks With Real-Valued Inputs for Fast Incremental Learning,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"In this paper, we present a neural network structure and a fast incremental learning algorithm using this network. The proposed network structure, named Evolving Logic Networks for Real-valued inputs (ELN-R), is a data structure for storing and using the knowledge. A distinctive feature of ELN-R is that the previously learned knowledge stored in ELN-R can be used as a kind of building block in constructing new knowledge. Using this feature, the proposed learning algorithm can enhance the stability and plasticity at the same time, and as a result, the fast incremental learning can be realized. The performance of the proposed scheme is shown by a theoretical analysis and an experimental study on two benchmark problems.",,,,,,,,,,,,,,,,,,,1083-4419,1941-0492,,,,FEB,2009,39,1,,,,,254,267,,10.1109/TSMCB.2008.2005483,0.0,,,,,,,,19068435.0,,,,,WOS:000262562700022,0
J,"Yu, WW; Cao, JD; Chen, GR; Lu, JH; Han, J; Wei, W",,,,"Yu, Wenwu; Cao, Jinde; Chen, Guanrong; Lu, Jinhu; Han, Jian; Wei, Wei",,,Local Synchronization of a Complex Network Model,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"This paper introduces a novel complex network model to evaluate the reputation of virtual organizations. By using the Lyapunov function and linear matrix inequality approaches, the local synchronization of the proposed model is further investigated. Here, the local synchronization is defined by the inner synchronization within a group which does not mean the synchronization between different groups. Moreover, several sufficient conditions are derived to ensure the local synchronization of the proposed network model. Finally, several representative examples are given to show the effectiveness of the proposed methods and theories.",,,,,"Jinde, Cao/L-2658-2017; Yu, Wenwu/G-5496-2012; Cao, Jinde/D-1482-2012; Chen, Guanrong/F-6000-2011; LU, JINHU/B-6851-2013","Yu, Wenwu/0000-0003-0301-9180; Cao, Jinde/0000-0003-3133-7119; Chen, Guanrong/0000-0003-1381-7418; LU, JINHU/0000-0003-0275-8387",,,,,,,,,,,,,1083-4419,1941-0492,,,,FEB,2009,39,1,,,,,230,241,,10.1109/TSMCB.2008.2004964,0.0,,,,,,,,19068438.0,,,,,WOS:000262562700020,0
J,"Li, CD; Feng, G; Huang, TW",,,,"Li, Chuandong; Feng, Gang; Huang, Tingwen",,,On Hybrid Impulsive and Switching Neural Networks,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"This paper formulates and studies a model of hybrid impulsive and switching Hopfield neural networks (NNs). Using switching Lyapunov functions and a generalized Halanay inequality, some general criteria, which characterize the impulse and switching effects in aggregated form, for asymptotic and exponential stability of such NNs with arbitrary and conditioned impulsive switching are established. Several numerical examples are given for illustration and interpretation of the theoretical results.",,,,,"Feng, Gang/B-5232-2013; Li, Chuandong/C-2510-2011; Huang, Tingwen/K-1367-2013","Feng, Gang/0000-0001-8508-8416; Li, Chuandong/0000-0001-6155-4849; Huang, Tingwen/0000-0001-9610-846X; Li, CD/0000-0002-3582-1621",,,,,,,,,,,,,1083-4419,1941-0492,,,,DEC,2008,38,6,,,,,1549,1560,,10.1109/TSMCB.2008.928233,0.0,,,,,,,,,,,,,WOS:000261310500010,0
J,"Schmitt, E; Bombardier, V; Wendling, L",,,,"Schmitt, Emmanuel; Bombardier, Vincent; Wendling, Laurent",,,Improving fuzzy rule classifier by extracting suitable features from capacities with respect to the Choquet integral,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"In this paper, an iterative method to select suitable features in an industrial pattern recognition context is proposed. It combines a global method of feature selection and a fuzzy linguistic rule classifier. It is applied to an industrial fabric textile context. The aim of the global vision system is to identify textile fabric defects. From the related industrial process, the training data sets are small, and some are incomplete. Moreover, the recognition step must be compatible with the time constant of the system, which generally imposes low complexity for the system. The choice of the most relevant features and the reduction of their number are important to respect these constraints. The feature selection method is based on the analysis of indexes extracted on the lattice defined from training in relation with the Choquet integral. This selection step is embedded in an iterative algorithm to discard weaker features in order to decrease the number of rules while keeping good recognition rates. The recognition step is done with a fuzzy reasoning classifier that is well adapted for this application case. The proposed method is quite efficient with small learning data sets because of the generalization capacity of both the feature selection and recognition steps. The experimental study shows the wanted behavior of this approach: the feature number decreases, whereas the recognition rate increases. Thus, the total number of generated fuzzy rules is reduced.",,,,,,,,,,,,,,,,,,,1083-4419,1941-0492,,,,OCT,2008,38,5,,,,,1195,1206,,10.1109/TSMCB.2008.925750,0.0,,,,,,,,18784006.0,,,,,WOS:000259191900002,0
J,"Atkeson, CG; Stephens, BJ",,,,"Atkeson, Christopher G.; Stephens, Benjamin J.",,,Random sampling of states in dynamic programming,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"We combine three threads of research on approximate dynamic programming: sparse random sampling of states, value function and policy approximation using local models, and using local trajectory optimizers to globally optimize a policy and associated value function. Our focus is on finding steady-state policies for deterministic time-invariant discrete time control problems with continuous states and actions often found in robotics. In this paper, we describe our approach and provide initial results on several simulated robotics problems.",,,,,,,,,,,,,,,,,,,1083-4419,1941-0492,,,,AUG,2008,38,4,,,,,924,929,,10.1109/TSMCB.2008.926610,0.0,,,,,,,,18632379.0,,,,,WOS:000258183100006,0
J,"Lewis, FL; Liu, D; Lendaris, GG",,,,"Lewis, F. L.; Liu, Derong; Lendaris, George G.",,,Special issue on adaptive dynamic programming and reinforcement learning in feedback control,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,,,,,,"Liu, Derong/A-5304-2010","Liu, Derong/0000-0003-3715-4778",,,,,,,,,,,,,1083-4419,,,,,AUG,2008,38,4,,,,,896,897,,10.1109/TSMCB.2008.925890,0.0,,,,,,,,,,,,,WOS:000258183100001,0
J,"Schmudderich, J; Willert, V; Eggert, J; Rebhan, S; Goerick, C; Sagerer, G; Korner, E",,,,"Schmuedderich, Jens; Willert, Volker; Eggert, Julian; Rebhan, Sven; Goerick, Christian; Sagerer, Gerhard; Koerner, Edgar",,,"Estimating object proper motion using optical flow, kinematics, and depth information",IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"For the interaction of a mobile robot with a dynamic environment, the estimation of object motion is desired while the robot is walking and/or turning its head. In this paper, we describe a system which manages this task by combining depth from a stereo camera and computation of the camera movement from robot kinematics in order to stabilize the camera images. Moving objects are detected by applying optical flow to the stabilized images followed by a filtering method, which incorporates both prior knowledge about the accuracy of the measurement and the uncertainties of the measurement process itself. The efficiency of this system is demonstrated in a dynamic real-world scenario with a walking humanoid robot.",,,,,,,,,,,,,,,,,,,1083-4419,1941-0492,,,,AUG,2008,38,4,,,,,1139,1151,,10.1109/TSMCB.2008.925657,0.0,,,,,,,,18632403.0,,,,,WOS:000258183100030,0
J,"Lam, HK; Seneviratne, LD",,,,"Lam, H. K.; Seneviratne, Lakmal D.",,,Stability analysis of interval type-2 fuzzy-model-based control systems,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"This paper presents the stability analysis of interval type-2 fuzzy-model-based (FMB) control systems. To investigate the system stability, an interval type-2 Takagi-Sugeno (T-S) fuzzy model, which can be regarded as a collection of a number of type-1 T-S fuzzy models, is proposed to represent the nonlinear plant subject to parameter uncertainties. With the lower and upper membership functions, the parameter uncertainties can be effectively captured. Based on the interval type-2 T-S fuzzy model, an interval type-2 fuzzy controller is proposed to close the feedback loop. To facilitate the stability analysis, the information of the footprint of uncertainty is used to develop some membership function conditions, which allow the introduction of slack matrices to handle the parameter uncertainties in the stability analysis. Stability conditions in terms of linear matrix inequalities are derived using a Lyapunov-based approach. Simulation examples are given to illustrate the effectiveness of the proposed interval type-2 FMB control approach.",,,,,"Lam, H.K./C-1140-2014","Lam, H.K./0000-0002-6572-7265; Seneviratne, Lakmal/0000-0001-6405-8402",,,,,,,,,,,,,1083-4419,,,,,JUN,2008,38,3,,,,,617,628,,10.1109/TSMCB.2008.915530,0.0,,,,,,,,18558528.0,,,,,WOS:000258763600003,0
J,"Li, THS; Tsai, SH; Lee, JZ; Hsiao, MY; Chao, CH",,,,"Li, Tzuu-Hseng S.; Tsai, Shun-Hung; Lee, Jia-Zhen; Hsiao, Ming-Ying; Chao, Chan-Hong",,,Robust H-infinity fuzzy control for a class of uncertain discrete fuzzy bilinear systems,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,"The main theme of this paper is to present robust fuzzy controllers for a class of discrete fuzzy bilinear systems. First, the parallel distributed compensation method is utilized to design a fuzzy controller, which ensures the robust asymptotic stability of the closed-loop system and guarantees an H-infinity norm-bound constraint on disturbance attenuation for all admissible uncertainties. Second, based on the Schur complement and some variable transformations, the stability conditions of the overall fuzzy control system are formulated by linear matrix inequalities. Finally, the validity and applicability, of the proposed schemes are demonstrated by a numerical simulation and the Van de Vusse example.",,,,,"Hsiao, Ming-Ying/F-6466-2011; Tsai, Shun-Hung/AAV-4454-2020",,,,,,,,,,,,,,1083-4419,1941-0492,,,,APR,2008,38,2,,,,,510,527,,10.1109/TSMCB.2007.914706,0.0,,,,,,,,18348932.0,,,,,WOS:000254029400020,0
