Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Hanneke, S; Yang, L",,,,"Hanneke, Steve; Yang, Liu",,,Minimax Analysis of Active Learning,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"This work establishes distribution-free upper and lower bounds on the minimax label complexity of active learning with general hypothesis classes, under various noise models. The results reveal a number of surprising facts. In particular, under the noise model of Tsybakov (2004), the minimax label complexity of active learning with a VC class is always asymptotically smaller than that of passive learning, and is typically significantly smaller than the best previously-published upper bounds in the active learning literature. In high noise regimes, it turns out that all active learning problems of a given VC dimension have roughly the same minimax label complexity, which contrasts with well-known results for bounded noise. In low-noise regimes, we find that the label complexity is well-characterized by a simple combinatorial complexity measure we call the star number. Interestingly, we find that almost all of the complexity measures previously explored in the active learning literature have worst-case values exactly equal to the star number. We also propose new active learning strategies that nearly achieve these minimax label complexities.",,,,,,,,,,,,,,,,,,,1532-4435,,,,,DEC,2015,16,,,,,,3487,3602,,,,,,,,,,,,,,,,WOS:000369888000038,0
J,"Heaton, J",,,,"Heaton, Jeff",,,Encog: Library of Interchangeable Machine Learning Models for Java and C#,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"This paper introduces the Encog library for Java and C#, a scalable, adaptable, multi-platform machine learning framework that was first released in 2008. Encog allows a variety of machine learning models to be applied to data sets using regression, classification, and clustering. Various supported machine learning models can be used interchangeably with minimal recoding. Encog uses efficient multithreaded code to reduce training time by exploiting modern multicore processors.",,,,,,"Heaton, Jeff/0000-0003-1496-4049",,,,,,,,,,,,,1532-4435,,,,,JUN,2015,16,,,,,,1243,1247,,,,,,,,,,,,,,,,WOS:000369886600004,0
J,"Tacchetti, A; Mallapragada, PK; Santoro, M; Rosasco, L",,,,"Tacchetti, Andrea; Mallapragada, Pavan K.; Santoro, Matteo; Rosasco, Lorenzo",,,GURLS: A Least Squares Library for Supervised Learning,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"We present GURLS, a least squares, modular, easy-to-extend software library for efficient supervised learning. GURLS is targeted to machine learning practitioners, as well as non-specialists. It offers a number state-of-the-art training strategies for medium and large-scale learning, and routines for efficient model selection. The library is particularly well suited for multi-output problems (multi-category/multi-label). GURLS is currently available in two independent implementations: Matlab and C++. It takes advantage of the favorable properties of regularized least squares algorithm to exploit advanced tools in linear algebra. Routines to handle computations with very large matrices by means of memory-mapped storage and distributed task execution are available. The package is distributed under the BSD license and is available for download at https://github.com/LCSL/GURLS.",,,,,"Santoro, Matteo/ABB-4593-2020; Santoro, Matteo/N-7176-2013","rosasco, lorenzo/0000-0003-3098-383X",,,,,,,,,,,,,1532-4435,,,,,OCT,2013,14,,,,,,3201,3205,,,,,,,,,,,,,,,,WOS:000328603600011,0
J,"Chertkov, M; Yedidia, AB",,,,"Chertkov, Michael; Yedidia, Adam B.",,,Approximating the Permanent with Fractional Belief Propagation,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"We discuss schemes for exact and approximate computations of permanents, and compare them with each other. Specifically, we analyze the belief propagation (BP) approach and its fractional belief propagation (FBP) generalization for computing the permanent of a non-negative matrix. Known bounds and Conjectures are verified in experiments, and some new theoretical relations, bounds and Conjectures are proposed. The fractional free energy (FFE) function is parameterized by a scalar parameter gamma is an element of [-1;1], where gamma = -1 corresponds to the BP limit and gamma = 1 corresponds to the exclusion principle (but ignoring perfect matching constraints) mean-field (MF) limit. FFE shows monotonicity and continuity with respect to g. For every non-negative matrix, we define its special value gamma(*) is an element of [-1;0] to be the gamma for which the minimum of the gamma-parameterized FFE function is equal to the permanent of the matrix, where the lower and upper bounds of the g-interval corresponds to respective bounds for the permanent. Our experimental analysis suggests that the distribution of gamma(*) varies for different ensembles but gamma(*) always lies within the [-1;-1/2] interval. Moreover, for all ensembles considered, the behavior of gamma(*) is highly distinctive, offering an empirical practical guidance for estimating permanents of non-negative matrices via the FFE approach.",,,,,"Chertkov, Michael/O-8828-2015","Chertkov, Michael/0000-0002-6758-515X",,,,,,,,,,,,,1532-4435,,,,,JUL,2013,14,,,,,,2029,2066,,,,,,,,,,,,,,,,WOS:000323367000011,0
J,"Tulabandhula, T; Rudin, C",,,,"Tulabandhula, Theja; Rudin, Cynthia",,,Machine Learning with Operational Costs,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"This work proposes a way to align statistical modeling with decision making. We provide a method that propagates the uncertainty in predictive modeling to the uncertainty in operational cost, where operational cost is the amount spent by the practitioner in solving the problem. The method allows us to explore the range of operational costs associated with the set of reasonable statistical models, so as to provide a useful way for practitioners to understand uncertainty. To do this, the operational cost is cast as a regularization term in a learning algorithm's objective function, allowing either an optimistic or pessimistic view of possible costs, depending on the regularization parameter. From another perspective, if we have prior knowledge about the operational cost, for instance that it should be low, this knowledge can help to restrict the hypothesis space, and can help with generalization. We provide a theoretical generalization bound for this scenario. We also show that learning with operational costs is related to robust optimization.",,,,,,,,,,,,,,,,,,,1532-4435,,,,,JUL,2013,14,,,,,,1989,2028,,,,,,,,,,,,,,,,WOS:000323367000010,0
J,"Roussos, A; Theodorakis, S; Pitsikalis, V; Maragos, P",,,,"Roussos, Anastasios; Theodorakis, Stavros; Pitsikalis, Vassilis; Maragos, Petros",,,Dynamic Affine-Invariant Shape-Appearance Handshape Features and Classification in Sign Language Videos,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"We propose the novel approach of dynamic affine-invariant shape-appearance model (Aff-SAM) and employ it for handshape classification and sign recognition in sign language (SL) videos. Aff-SAM offers a compact and descriptive representation of hand configurations as well as regularized model-fitting, assisting hand tracking and extracting handshape features. We construct SA images representing the hand's shape and appearance without landmark points. We model the variation of the images by linear combinations of eigenimages followed by affine transformations, accounting for 3D hand pose changes and improving model's compactness. We also incorporate static and dynamic handshape priors, offering robustness in occlusions, which occur often in signing. The approach includes an affine signer adaptation component at the visual level, without requiring training from scratch a new singer-specific model. We rather employ a short development data set to adapt the models for a new signer. Experiments on the Boston-University-400 continuous SL corpus demonstrate improvements on handshape classification when compared to other feature extraction approaches. Supplementary evaluations of sign recognition experiments, are conducted on a multi-signer, 100-sign data set, from the Greek sign language lemmas corpus. These explore the fusion with movement cues as well as signer adaptation of Aff-SAM to multiple signers providing promising results.",,,,,,,,,,,,,,,,,,,1532-4435,,,,,JUN,2013,14,,,,,,1627,1663,,,,,,,,,,,,,,,,WOS:000322506400007,0
J,"Vanhatalo, J; Riihimaki, J; Hartikainen, J; Jylanki, P; Tolvanen, V; Vehtari, A",,,,"Vanhatalo, Jarno; Riihimaki, Jaakko; Hartikainen, Jouni; Jylanki, Pasi; Tolvanen, Ville; Vehtari, Aki",,,GPstuff: Bayesian Modeling with Gaussian Processes,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"The GPstuff toolbox is a versatile collection of Gaussian process models and computational tools required for Bayesian inference. The tools include, among others, various inference methods, sparse approximations and model assessment methods.",,,,,"Vanhatalo, Jarno/H-4435-2012","Vanhatalo, Jarno/0000-0002-6831-0211; Vehtari, Aki/0000-0003-2164-9469",,,,,,,,,,,,,1532-4435,,,,,APR,2013,14,,,,,,1175,1179,,,,,,,,,,,,,,,,WOS:000318590500013,0
J,"Statnikov, A; Lytkin, NI; Lemeire, J; Aliferis, CF",,,,"Statnikov, Alexander; Lytkin, Nikita I.; Lemeire, Jan; Aliferis, Constantin F.",,,Algorithms for Discovery of Multiple Markov Boundaries,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"Algorithms for Markov boundary discovery from data constitute an important recent development in machine learning, primarily because they offer a principled solution to the variable/feature selection problem and give insight on local causal structure. Over the last decade many sound algorithms have been proposed to identify a single Markov boundary of the response variable. Even though faithful distributions and, more broadly, distributions that satisfy the intersection property always have a single Markov boundary, other distributions/data sets may have multiple Markov boundaries of the response variable. The latter distributions/data sets are common in practical data-analytic applications, and there are several reasons why it is important to induce multiple Markov boundaries from such data. However, there are currently no sound and efficient algorithms that can accomplish this task. This paper describes a family of algorithms TIE* that can discover all Markov boundaries in a distribution. The broad applicability as well as efficiency of the new algorithmic family is demonstrated in an extensive benchmarking study that involved comparison with 26 state-of-the-art algorithms/variants in 15 data sets from a diversity of application domains.",,,,,"Lemeire, Jan/AAJ-6474-2020","Lemeire, Jan/0000-0002-2106-448X",,,,,,,,,,,,,1532-4435,,,,,FEB,2013,14,,,,,,499,566,,,,,,,,,,,25285052,,,,,WOS:000315981900007,0
J,"Alquier, P; Biau, G",,,,"Alquier, Pierre; Biau, Gerard",,,Sparse Single-Index Model,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"Let (X,Y) be a random pair taking values in R-p x R. In the so-called single-index model, one has Y = f(star)(theta X-star T) + W, where f(star) is an unknown univariate measurable function, theta(star) is an unknown vector in R-d, and W denotes a random noise satisfying E[W vertical bar X] = 0. The single-index model is known to offer a flexible way to model a variety of high-dimensional real-world phenomena. However, despite its relative simplicity, this dimension reduction scheme is faced with severe complications as soon as the underlying dimension becomes larger than the number of observations (p larger than n paradigm). To circumvent this difficulty, we consider the single-index model estimation problem from a sparsity perspective using a PAC-Bayesian approach. On the theoretical side, we offer a sharp oracle inequality, which is more powerful than the best known oracle inequalities for other common procedures of single-index recovery. The proposed method is implemented by means of the reversible jump Markov chain Monte Carlo technique and its performance is compared with that of standard procedures.",,,,,,"Alquier, Pierre/0000-0003-4249-7337",,,,,,,,,,,,,1532-4435,,,,,JAN,2013,14,,,,,,243,280,,,,,,,,,,,,,,,,WOS:000314530200008,0
J,"Kloft, M; Laskov, P",,,,"Kloft, Marius; Laskov, Pavel",,,Security Analysis of Online Centroid Anomaly Detection,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"Security issues are crucial in a number of machine learning applications, especially in scenarios dealing with human activity rather than natural phenomena (e. g., information ranking, spam detection, malware detection, etc.). In such cases, learning algorithms may have to cope with manipulated data aimed at hampering decision making. Although some previous work addressed the issue of handling malicious data in the context of supervised learning, very little is known about the behavior of anomaly detection methods in such scenarios. In this contribution,(1) we analyze the performance of a particular method-online centroid anomaly detection-in the presence of adversarial noise. Our analysis addresses the following security-related issues: formalization of learning and attack processes, derivation of an optimal attack, and analysis of attack efficiency and limitations. We derive bounds on the effectiveness of a poisoning attack against centroid anomaly detection under different conditions: attacker's full or limited control over the traffic and bounded false positive rate. Our bounds show that whereas a poisoning attack can be effectively staged in the unconstrained case, it can be made arbitrarily difficult (a strict upper bound on the attacker's gain) if external constraints are properly used. Our experimental evaluation, carried out on real traces of HTTP and exploit traffic, confirms the tightness of our theoretical bounds and the practicality of our protection mechanisms.",,,,,,,,,,,,,,,,,,,1532-4435,,,,,DEC,2012,13,,,,,,3681,3724,,,,,,,,,,,,,,,,WOS:000314529000008,0
J,"Do, TMT; Artieres, T",,,,"Trinh-Minh-Tri Do; Artieres, Thierry",,,Regularized Bundle Methods for Convex and Non-Convex Risks,JOURNAL OF MACHINE LEARNING RESEARCH,,,,,,,,,,,,"Machine learning is most often cast as an optimization problem. Ideally, one expects a convex objective function to rely on efficient convex optimizers with nice guarantees such as no local optima. Yet, non-convexity is very frequent in practice and it may sometimes be inappropriate to look for convexity at any price. Alternatively one can decide not to limit a priori the modeling expressivity to models whose learning may be solved by convex optimization and rely on non-convex optimization algorithms. The main motivation of this work is to provide efficient and scalable algorithms for non-convex optimization. We focus on regularized unconstrained optimization problems which cover a large number of modern machine learning problems such as logistic regression, conditional random fields, large margin estimation, etc. We propose a novel algorithm for minimizing a regularized objective that is able to handle convex and non-convex, smooth and non-smooth risks. The algorithm is based on the cutting plane technique and on the idea of exploiting the regularization term in the objective function. It may be thought as a limited memory extension of convex regularized bundle methods for dealing with convex and non convex risks. In case the risk is convex the algorithm is proved to converge to a stationary solution with accuracy epsilon with a rate O(1/lambda epsilon) where lambda is the regularization parameter of the objective function under the assumption of a Lipschitz empirical risk. In case the risk is not convex getting such a proof is more difficult and requires a stronger and more disputable assumption. Yet we provide experimental results on artificial test problems, and on five standard and difficult machine learning problems that are cast as convex and non-convex optimization problems that show how our algorithm compares well in practice with state of the art optimization algorithms.",,,,,"artières, thierry/E-9155-2019","artières, thierry/0000-0003-3696-0321",,,,,,,,,,,,,1532-4435,,,,,DEC,2012,13,,,,,,3539,3583,,,,,,,,,,,,,,,,WOS:000314529000004,0
